record_id,year,month,report_date,period_type,geo_level,location_name,region_id,region_name_vn,sector,commodity,sub_item,attribute,value,unit,data_type,source_file,appendix_number,appendix_title,row_number,extraction_confidence,notes,is_aggregated,data_status
820466a0-1306-4560-aa63-d21b32081d14,2008,3,2008-03-15,Monthly,National,cả nước,,,Cultivation,lạc,,Area_Planted,168.1,1000_ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,17,0.9,Original text: - Lạc,True,Complete
1df1e820-87d3-4d5c-831b-a58939f7c170,2008,3,2008-03-15,Monthly,National,cả nước,,,Cultivation,mía,,Area_Planted,50.2,1000_ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,18,0.9,Original text: - Mía (trồng mới),True,Complete
de88c0fa-e99b-4873-a7b8-62469df85828,2008,3,2008-03-15,Monthly,National,cả nước,,,Cultivation,,,Area_Planted,339.6,1000_ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,20,0.9,"Original text: 6. Gieo trồng rau, đậu các loại(*)",True,Complete
71de22ee-4fe7-47b3-9a6c-491933e07a4b,2008,3,2008-03-15,Monthly,National,cả nước,,,Cultivation,sắn,,Area_Planted,105.4,1000_ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,14,0.9,Original text: - Sắn,True,Complete
cd57ebde-73aa-44fa-a267-81da2aa7bb09,2008,3,2008-03-15,Seasonal,Regional,miền nam,,,Cultivation,lúa,Đông Xuân,Area_Harvested,992.0,1000_ha,Actual,2009_03_PHULUC_T03_2009_FINAL_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,8,0.9,Original text: 2. Thu hoạch lúa đông xuân miền Nam,True,Complete
ce5e705b-3ade-41b8-8773-9f8fec33b98e,2008,4,2008-04-15,Monthly,National,cả nước,,,Cultivation,khoai lang,,Area_Planted,86.8,1000_ha,Actual,2009_04_PHULUC_T04_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,10,0.9,Original text: -  Khoai lang,True,Complete
f8491c36-6eda-46cd-b8c8-b6182dcd3131,2008,4,2008-04-15,Monthly,National,cả nước,,,Cultivation,lạc,,Area_Planted,172.2,1000_ha,Actual,2009_04_PHULUC_T04_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,14,0.9,Original text: -  Lạc,True,Complete
18930496-ea38-4c50-8e95-59fe1a6080a6,2008,4,2008-04-15,Monthly,National,cả nước,,,Cultivation,,,Area_Planted,745.4,1000_ha,Actual,2009_04_PHULUC_T04_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,8,0.9,Original text: 3.1. Gieo trồng màu lương thực,True,Complete
45994520-682f-4df3-bdb1-f5c7a0dac5e6,2008,4,2008-04-15,Monthly,National,cả nước,,,Cultivation,,,Area_Planted,432.0,1000_ha,Actual,2009_04_PHULUC_T04_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,16,0.9,"Original text: 4. Gieo trồng rau, đậu các loại",True,Complete
82a9f56e-2bb6-4668-88d8-6e3c846fdd36,2008,4,2008-04-15,Monthly,National,cả nước,,,Cultivation,sắn,,Area_Planted,159.2,1000_ha,Actual,2009_04_PHULUC_T04_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,11,0.9,Original text: -  Sắn,True,Complete
0927cf97-6059-4243-aad1-3b66bcf0f26e,2008,4,2008-04-15,Seasonal,Regional,miền nam,,,Cultivation,lúa,Hè Thu,Area_Planted,441.2,1000_ha,Actual,2009_04_PHULUC_T04_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,3,0.9,Original text: 1. Gieo cấy lúa hè thu miền Nam,True,Complete
0b93c60b-798e-404c-9dae-f163566ac5b3,2008,4,2008-04-15,Seasonal,Regional,miền nam,,,Cultivation,lúa,Đông Xuân,Area_Harvested,1653.2,1000_ha,Actual,2009_04_PHULUC_T04_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,5,0.9,Original text: 2. Thu hoạch lúa đông xuân miền Nam,True,Complete
429618c1-b016-4c97-84ca-d2e278b402ad,2008,5,2008-05-15,Monthly,National,cả nước,,,Cultivation,cây công nghiệp ngắn ngày,,Area_Planted,465.4,1000_ha,Actual,2009_05_PHULUC_T05_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,15,0.9,Original text: 3.2. Gieo trồng cây công nghiệp ngắn ngày,True,Complete
6396fa42-4a1d-4f05-90bc-0b92bd263554,2008,5,2008-05-15,Monthly,National,cả nước,,,Cultivation,khoai lang,,Area_Planted,99.4,1000_ha,Actual,2009_05_PHULUC_T05_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,13,0.9,Original text: - Khoai lang,True,Complete
62a5c8f5-b2f7-4a74-ba0d-6e11db8b94d5,2008,5,2008-05-15,Monthly,National,cả nước,,,Cultivation,,,Area_Planted,1089.5,1000_ha,Actual,2009_05_PHULUC_T05_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,11,0.9,Original text: 3.1 Gieo trồng màu lương thực,True,Complete
f5bdbd11-6b99-4d4f-a13e-9586b9652a9a,2008,5,2008-05-15,Monthly,National,cả nước,,,Cultivation,mía,,Area_Planted,102.3,1000_ha,Actual,2009_05_PHULUC_T05_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,19,0.9,Original text: - Mía (trồng mới),True,Complete
1e2cd056-f30a-4b9d-957d-1933ae9a6967,2008,5,2008-05-15,Monthly,National,cả nước,,,Cultivation,,,Area_Planted,501.2,1000_ha,Actual,2009_05_PHULUC_T05_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,20,0.9,"Original text: 4. Gieo trồng rau, đậu các loại",True,Complete
d630a378-c94b-4acd-b649-02b29bfa083e,2008,5,2008-05-15,Monthly,National,cả nước,,,Cultivation,sắn,,Area_Planted,250.9,1000_ha,Actual,2009_05_PHULUC_T05_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,14,0.9,Original text: - Sắn,True,Complete
50c25173-c4b4-4d82-8711-f0203d5f9770,2008,5,2008-05-15,Monthly,National,cả nước,,,Cultivation,đậu tương,,Area_Planted,129.8,1000_ha,Actual,2009_05_PHULUC_T05_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,17,0.9,Original text: - Đậu tương,True,Complete
a7f61f18-69a8-4982-b517-bf1e04e13732,2008,5,2008-05-15,Seasonal,Regional,miền nam,,,Cultivation,lúa,Hè Thu,Area_Planted,1344.6,1000_ha,Actual,2009_05_PHULUC_T05_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,3,0.9,Original text: 1. Gieo cấy lúa hè thu miền Nam,True,Complete
cbf22df0-08f9-4586-aace-6fdf743d42ce,2008,5,2008-05-15,Seasonal,Regional,miền nam,,,Cultivation,lúa,Đông Xuân,Area_Harvested,1844.1,1000_ha,Actual,2009_05_PHULUC_T05_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,5,0.9,Original text: 2. Thu hoạch lúa đông xuân ở miền Nam,True,Complete
47bd4dbe-c980-405a-8360-6d5492a2b5b5,2008,6,2008-06-15,Seasonal,Provincial,cả nước,,,Cultivation,lúa,Hè Thu,Area_Planted,2016.8,1000_ha,Actual,2009_06_PHULUC_T06_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,6,0.9,"Original text: 2. Gieo cấy lúa hè thu cả nước2,044.9",False,Complete
e8dfb971-b8ce-419b-be74-0b36df3678ec,2008,6,2008-06-15,Monthly,National,cả nước,,,Cultivation,khoai lang,,Area_Planted,112.9,1000_ha,Actual,2009_06_PHULUC_T06_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,13,0.9,Original text: - Khoai lang111.5,True,Complete
5be215e6-7111-4771-b3e4-d008fa32e02c,2008,6,2008-06-15,Monthly,National,cả nước,,,Cultivation,,,Area_Planted,1222.8,1000_ha,Actual,2009_06_PHULUC_T06_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,11,0.9,"Original text: 3.1 Gieo trồng màu lương thực1,226.5",True,Complete
57984250-5e21-45bb-9bb0-c43f8450e5e8,2008,6,2008-06-15,Monthly,National,cả nước,,,Cultivation,mía,,Area_Planted,150.7,1000_ha,Actual,2009_06_PHULUC_T06_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,19,0.9,Original text: - Mía (trồng mới)143.8,True,Complete
fac3d7df-4a4e-4ed2-9d74-6e9e4a3af924,2008,6,2008-06-15,Monthly,National,cả nước,,,Cultivation,ngô,,Area_Planted,2051.0,1000_ha,Actual,2009_06_PHULUC_T06_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,25,0.9,Original text: Ngô,True,Complete
fd324546-8d6e-4f23-ad10-badc472b792a,2008,6,2008-06-15,Monthly,National,cả nước,,,Cultivation,,,Area_Planted,533.6,1000_ha,Actual,2009_06_PHULUC_T06_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,20,0.9,"Original text: 3.3 Gieo trồng rau, đậu các loại",True,Complete
0a3b8caa-40ac-40ac-b6fa-2bd923b6678e,2008,6,2008-06-15,Monthly,National,cả nước,,,Cultivation,sắn,,Area_Planted,306.2,1000_ha,Actual,2009_06_PHULUC_T06_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,14,0.9,Original text: - Sắn295.2,True,Complete
fa06f441-beae-4698-b9e3-ea18d0cd4a4c,2008,6,2008-06-15,Monthly,National,cả nước,,,Cultivation,đậu tương,,Area_Planted,137.9,1000_ha,Actual,2009_06_PHULUC_T06_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,17,0.9,Original text: - Đậu tương,True,Complete
d15312d0-ea37-4b7c-b78b-371089c57cb3,2008,6,2008-06-15,Seasonal,Regional,miền bắc,North,Miền Bắc,Cultivation,lúa,Đông Xuân,Area_Harvested,969.4,1000_ha,Actual,2009_06_PHULUC_T06_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,3,0.9,Original text: 1. Thu hoạch lúa đông xuân miền Bắc658.8,True,Complete
d9041160-a5d0-40a5-95af-f8c6f27b7e83,2008,7,2008-07-15,Seasonal,Provincial,cả nước,,,Cultivation,lúa,Mùa,Area_Planted,1140.7,1000_ha,Actual,2009_07_PHULUC_T07_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,4,0.9,Original text: 2. Gieo cấy lúa mùa cả nước,False,Complete
c786854b-be75-4ee1-8c71-151abe33d82d,2008,7,2008-07-15,Monthly,National,cả nước,,,Cultivation,cây công nghiệp ngắn ngày,,Area_Planted,553.6,1000_ha,Actual,2009_07_PHULUC_T07_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,14,0.9,Original text: 3.2 Gieo trồng cây công nghiệp ngắn ngày,True,Complete
e215f973-2ce2-411b-922c-d4b4fb7aa0af,2008,7,2008-07-15,Monthly,National,cả nước,,,Cultivation,khoai lang,,Area_Planted,113.5,1000_ha,Actual,2009_07_PHULUC_T07_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,12,0.9,Original text: - Khoai lang,True,Complete
04416cd8-6123-4c2a-b8da-237d39c083e6,2008,7,2008-07-15,Monthly,National,cả nước,,,Cultivation,,,Area_Planted,1359.0,1000_ha,Actual,2009_07_PHULUC_T07_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,10,0.9,Original text: 3.1 Gieo trồng màu lương thực,True,Complete
e4fb9ebe-57b9-4652-8237-b023a67c0dda,2008,7,2008-07-15,Monthly,National,cả nước,,,Cultivation,mía,,Area_Planted,147.8,1000_ha,Actual,2009_07_PHULUC_T07_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,18,0.9,Original text: -  Mía (trồng mới),True,Complete
486c36e3-bb62-4293-994e-972e5da2f923,2008,7,2008-07-15,Monthly,National,cả nước,,,Cultivation,,,Area_Planted,559.8,1000_ha,Actual,2009_07_PHULUC_T07_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,19,0.9,"Original text: 3.3 Gieo trồng rau, đậu các loại",True,Complete
c4ef2400-eb2c-4333-9818-0e46507165cc,2008,7,2008-07-15,Monthly,National,cả nước,,,Cultivation,sắn,,Area_Planted,424.5,1000_ha,Actual,2009_07_PHULUC_T07_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,13,0.9,Original text: - Sắn,True,Complete
96fdece4-f1e1-4573-b1c6-4feb9ddceeaa,2008,7,2008-07-15,Monthly,National,cả nước,,,Cultivation,đậu tương,,Area_Planted,145.8,1000_ha,Actual,2009_07_PHULUC_T07_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,16,0.9,Original text: -  Đậu tương,True,Complete
827c654d-6b65-45bb-a0fb-f33d31790660,2008,7,2008-07-15,Seasonal,Regional,miền nam,,,Cultivation,lúa,Hè Thu,Area_Harvested,578.1,1000_ha,Actual,2009_07_PHULUC_T07_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,2,0.9,Original text: 1. Thu hoạch lúa hè thu miền Nam,True,Complete
5aad488b-dbc5-459b-98a9-0aa4ffe1f67c,2008,8,2008-08-15,Monthly,National,cả nước,,,Cultivation,lạc,,Area_Planted,235.6,1000_ha,Actual,2009_08_PHULUC_T08_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,13,0.9,Original text: Trong đó:  ‐  Lạc,True,Complete
2103cb10-bf9b-4c9c-9903-c0b5cba27811,2008,8,2008-08-15,Monthly,National,cả nước,,,Cultivation,ngô,,Area_Planted,831.9,1000_ha,Actual,2009_08_PHULUC_T08_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,9,0.9,Original text: Trong đó: ‐ Ngô,True,Complete
214bcf67-6263-4e70-bde7-9db49cb317ce,2008,8,2008-08-15,Monthly,National,cả nước,,,Cultivation,,,Area_Planted,614.4,1000_ha,Actual,2009_08_PHULUC_T08_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,16,0.9,"Original text: 3.3 Gieo trồng rau, đậu các loại",True,Complete
1c0a786d-7ef7-4a69-b35a-e839762c7a83,2008,8,2008-08-15,Monthly,National,cả nước,,,Cultivation,sắn,,Area_Planted,411.9,1000_ha,Actual,2009_08_PHULUC_T08_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,11,0.9,Original text: ‐ Sắn,True,Complete
9d0bfea1-9e1b-4d66-a7ce-b10d38898d48,2008,8,2008-08-15,Seasonal,Provincial,cả nước,,,Cultivation,lúa,Mùa,Area_Planted,1464.2,1000_ha,Actual,2009_08_PHULUC_T08_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,4,0.9,Original text: 2. Gieo cấy lúa mùa cả nước,False,Complete
999a4402-a7ba-42cf-8df4-00b631bdb72d,2008,8,2008-08-15,Monthly,Regional,miền nam,,,Cultivation,lúa,,Area_Planted,1223.8,1000_ha,Actual,2009_08_PHULUC_T08_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,2,0.9,Original text: 1. Thu hoạch lúa hè thu miền Nam,True,Complete
852cbc87-7f57-43d1-a5ea-86ab2878a1ec,2008,10,2008-10-15,Monthly,National,cả nước,,,Cultivation,khoai lang,,Area_Planted,35.7,1000_ha,Actual,2009_10_PHULUC_T10_2009_FINAL_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,11,0.9,Original text: - Khoai lang,True,Complete
81115fd4-a1bb-4336-a74a-4f249638d00f,2008,10,2008-10-15,Monthly,National,cả nước,,,Cultivation,lạc,,Area_Planted,8.1,1000_ha,Actual,2009_10_PHULUC_T10_2009_FINAL_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,13,0.9,Original text: - Lạc,True,Complete
38ee16ed-4ade-4c8b-9292-c9cf7a514d1a,2008,10,2008-10-15,Monthly,National,cả nước,,,Cultivation,,,Area_Planted,68.7,1000_ha,Actual,2009_10_PHULUC_T10_2009_FINAL_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,14,0.9,"Original text: - Rau, đậu các loại",True,Complete
a0195cb1-9ecb-40ca-9778-ac1605ca2cb4,2008,10,2008-10-15,Monthly,National,cả nước,,,Cultivation,đậu tương,,Area_Planted,68.8,1000_ha,Actual,2009_10_PHULUC_T10_2009_FINAL_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,12,0.9,Original text: - Đậu tương,True,Complete
e61a25f3-1fd1-4a19-8c7b-7581ab168b18,2008,10,2008-10-15,Seasonal,Regional,miền bắc,North,Miền Bắc,Cultivation,lúa,Mùa,Area_Harvested,704.7,1000_ha,Actual,2009_10_PHULUC_T10_2009_FINAL_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,2,0.9,Original text: 1. Thu hoạch lúa mùa ở miền Bắc,True,Complete
49be970f-bb51-4657-b8e0-5824e0e1e3bf,2008,10,2008-10-15,Seasonal,Regional,miền nam,,,Cultivation,lúa,Mùa,Area_Planted,774.5,1000_ha,Actual,2009_10_PHULUC_T10_2009_FINAL_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,5,0.9,Original text: 2. Gieo cấy lúa mùa ở miền Nam,True,Complete
6c279432-4087-407c-ac88-551611f209c0,2008,10,2008-10-15,Seasonal,Regional,miền nam,,,Cultivation,lúa,Đông Xuân,Area_Planted,234.9,1000_ha,Actual,2009_10_PHULUC_T10_2009_FINAL_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,7,0.9,Original text: 3. Gieo cấy lúa đông xuân ở miền Nam,True,Complete
8ab9c6d6-9c92-4f37-a378-3a6d027e9a62,2008,11,2008-11-15,Seasonal,Provincial,cả nước,,,Cultivation,lúa,Mùa,Area_Harvested,1455.9,1000_ha,Actual,2009_11_PHULUC_T11_2009_FINAL_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,0.9,Original text: 1. Thu hoạch lúa mùa cả nước,False,Complete
4c32a61b-94d2-4528-aae4-8f862b10318c,2008,11,2008-11-15,Monthly,National,cả nước,,,Cultivation,khoai lang,,Area_Planted,55.6,1000_ha,Actual,2009_11_PHULUC_T11_2009_FINAL_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,10,0.9,Original text: - Khoai lang,True,Complete
9d0ef820-3057-4b4b-9e6b-4969a49cff20,2008,11,2008-11-15,Monthly,National,cả nước,,,Cultivation,,,Area_Planted,100.4,1000_ha,Actual,2009_11_PHULUC_T11_2009_FINAL_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,12,0.9,"Original text: - Rau, đậu các loại",True,Complete
02c7f54a-c893-4abe-90d9-529f7f14ff74,2008,11,2008-11-15,Monthly,National,cả nước,,,Cultivation,đậu tương,,Area_Planted,78.0,1000_ha,Actual,2009_11_PHULUC_T11_2009_FINAL_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,11,0.9,Original text: - Đậu tương,True,Complete
355fa403-5193-41d1-a4ce-995c00c9a2aa,2008,11,2008-11-15,Seasonal,Regional,miền nam,,,Cultivation,lúa,Đông Xuân,Area_Planted,274.6,1000_ha,Actual,2009_11_PHULUC_T11_2009_FINAL_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,6,0.9,Original text: 2. Gieo cấy lúa đông xuân ở miền Nam,True,Complete
274880d7-688a-40e3-b4f5-c9391a6243f7,2008,12,2008-12-15,Monthly,National,cả nước,,,Cultivation,khoai lang,,Area_Planted,62.9,1000_ha,Actual,2009_12_Phuluc_T12_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,8,0.9,Original text: - Khoai lang,True,Complete
615e8f56-71ca-46c9-aeaf-439837407a9d,2008,12,2008-12-15,Monthly,National,cả nước,,,Cultivation,,,Area_Planted,119.0,1000_ha,Actual,2009_12_Phuluc_T12_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,10,0.9,"Original text: - Rau, đậu các loại",True,Complete
65496c87-097d-4357-8dd0-04a6688ef220,2008,12,2008-12-15,Monthly,National,cả nước,,,Cultivation,đậu tương,,Area_Planted,64.0,1000_ha,Actual,2009_12_Phuluc_T12_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,9,0.9,Original text: - Đậu tương,True,Complete
3798c0db-f4fc-4a2e-8b03-5b02c5703ad2,2008,12,2008-12-15,Seasonal,Regional,miền nam,,,Cultivation,lúa,Đông Xuân,Area_Planted,1009.4,1000_ha,Actual,2009_12_Phuluc_T12_2009_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,2,0.9,Original text: 1. Gieo cấy lúa đông xuân ở miền Nam,True,Complete
